"MEG_ID"	"Type"	"Class"	"Mechanism"	"Group"	"SNP"
"MEG_7159"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7160"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7161"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7162"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7163"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7164"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7165"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7166"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7167"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7168"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7169"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7170"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7171"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7172"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7173"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7174"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7175"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7176"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7177"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	NA
"MEG_7178"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	NA
"MEG_7179"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	NA
"MEG_7180"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	NA
"MEG_7181"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	NA
"MEG_7182"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	NA
"MEG_7183"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	NA
"MEG_7184"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	NA
"MEG_7185"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7186"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7187"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7188"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7189"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7190"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7191"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7192"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7193"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7194"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7195"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR"	"RequiresSNPConfirmation"
"MEG_7196"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_regulator"	"TETRM"	"RequiresSNPConfirmation"
"MEG_7197"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_regulator"	"TETRM"	"RequiresSNPConfirmation"
"MEG_7198"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETS"	NA
"MEG_7199"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETS"	NA
"MEG_7200"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETS"	NA
"MEG_7201"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETS"	NA
"MEG_7202"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETT"	NA
"MEG_7203"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETT"	NA
"MEG_7204"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_regulator"	"TETU"	NA
"MEG_7205"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETV"	NA
"MEG_7206"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7207"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7208"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7209"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7210"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7211"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7212"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7213"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7214"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7215"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7216"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7217"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7218"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7219"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7220"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7221"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7222"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7223"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7224"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7225"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7226"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7227"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7228"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7229"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7230"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7231"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7232"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7233"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7234"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7235"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7236"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7237"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	NA
"MEG_7238"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	NA
"MEG_7239"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	NA
"MEG_7240"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	NA
"MEG_7241"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	NA
"MEG_7242"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	NA
"MEG_7243"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	NA
"MEG_7244"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	NA
"MEG_7245"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETY"	NA
"MEG_7246"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETY"	NA
"MEG_7247"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETZ"	NA
"MEG_7248"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETZ"	NA
"MEG_7249"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"THINB"	NA
"MEG_7250"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Para-aminosalicylic_acid_resistant_mutant"	"THYA"	"RequiresSNPConfirmation"
"MEG_7251"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TLA"	NA
"MEG_7252"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TLA"	NA
"MEG_7253"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TLA"	NA
"MEG_7254"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TLA"	NA
"MEG_7255"	"Drugs"	"Glycopeptides"	"Bleomycin_resistance_protein"	"TLMB"	NA
"MEG_7256"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"TLRC"	NA
"MEG_7257"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TLRCM"	NA
"MEG_7258"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_arabinosyltransferase"	"TLYA"	"RequiresSNPConfirmation"
"MEG_7259"	"Drugs"	"Rifampin"	"Rifamycin-resistant_arabinosyltransferase"	"REMB"	"RequiresSNPConfirmation"
"MEG_7260"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"TMB"	NA
"MEG_7261"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"TMB"	NA
"MEG_7262"	"Drugs"	"Nucleosides"	"Tunicamycin_resistance_protein"	"TMRB"	NA
"MEG_7263"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TOLC"	NA
"MEG_7264"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TOLC"	NA
"MEG_7265"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TOLC"	NA
"MEG_7266"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TOLC"	NA
"MEG_7267"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TOLC"	NA
"MEG_7268"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TOLCSM"	NA
"MEG_7269"	"Metals"	"Tellurium_resistance"	"Tellurium_resistance_protein"	"TRGA"	NA
"MEG_7270"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"TRGB"	NA
"MEG_7271"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_RND_efflux_pump"	"TRIA"	NA
"MEG_7272"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_RND_efflux_pump"	"TRIAP"	NA
"MEG_7273"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_RND_efflux_pump"	"TRIB"	NA
"MEG_7274"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_RND_efflux_pump"	"TRIBP"	NA
"MEG_7275"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_RND_efflux_pump"	"TRIC"	NA
"MEG_7276"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_RND_efflux_pump"	"TRICP"	NA
"MEG_7277"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROA"	NA
"MEG_7278"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROA"	NA
"MEG_7279"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROB"	NA
"MEG_7280"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROC"	NA
"MEG_7281"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROD"	NA
"MEG_7282"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROD"	NA
"MEG_7283"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_regulator"	"TROR"	NA
"MEG_7284"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"TRU"	NA
"MEG_7285"	"Drugs"	"Thiopeptides"	"Thiostrepton_23S_rRNA_methyltransferases"	"TSNR"	NA
"MEG_7286"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGA"	NA
"MEG_7287"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGA"	NA
"MEG_7288"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGB"	NA
"MEG_7289"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGB"	NA
"MEG_7290"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGC"	NA
"MEG_7291"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGC"	NA
"MEG_7292"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TTGE"	NA
"MEG_7293"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TTGF"	NA
"MEG_7294"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TTGF"	NA
"MEG_7295"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGG"	NA
"MEG_7296"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"TTGR"	NA
"MEG_7297"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_regulator"	"TTGT"	NA
"MEG_7298"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_regulator"	"TTGV"	NA
"MEG_7299"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_regulator"	"TTGW"	NA
"MEG_7300"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"TTU"	NA
"MEG_7301"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7302"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7303"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7304"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7305"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7306"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7307"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7308"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7309"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7310"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7311"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7312"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7313"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7314"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7315"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7316"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7317"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7318"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7319"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7320"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7321"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"RequiresSNPConfirmation"
"MEG_7322"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_regulator"	"TUNR"	NA
"MEG_7323"	"Metals"	"Tungsten_Resistance"	"Tungsten_ABC_efflux_pumps"	"TUPA"	NA
"MEG_7324"	"Metals"	"Tungsten_Resistance"	"Tungsten_ABC_efflux_pumps"	"TUPB"	NA
"MEG_7325"	"Metals"	"Tungsten_Resistance"	"Tungsten_ABC_efflux_pumps"	"TUPC"	NA
"MEG_7326"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"TUS"	NA
"MEG_7327"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TVAA"	NA
"MEG_7328"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	"UGD"	NA
"MEG_7329"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"UHPT"	"RequiresSNPConfirmation"
"MEG_7330"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"UHPT"	"RequiresSNPConfirmation"
"MEG_7331"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VAN"	NA
"MEG_7332"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VAN"	NA
"MEG_7333"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VAN"	"RequiresSNPConfirmation"
"MEG_7334"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VAN"	NA
"MEG_7335"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VAN"	NA
"MEG_7336"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7337"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7338"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7339"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7340"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7341"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7342"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7343"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7344"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	NA
"MEG_7345"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7346"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7347"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7348"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7349"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7350"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7351"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7352"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7353"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7354"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7355"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"	NA
"MEG_7356"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7357"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7358"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7359"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7360"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7361"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7362"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7363"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7364"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7365"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7366"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7367"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7368"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7369"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7370"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7371"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7372"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7373"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7374"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7375"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7376"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7377"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7378"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7379"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7380"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7381"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7382"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	NA
"MEG_7383"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VAND"	NA
"MEG_7384"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VAND"	NA
"MEG_7385"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VAND"	NA
"MEG_7386"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VAND"	NA
"MEG_7387"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VAND"	NA
"MEG_7388"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VAND"	NA
"MEG_7389"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VAND"	NA
"MEG_7390"	"Drugs"	"Glycopeptides"	"VanE-type_resistance_protein"	"VANE"	NA
"MEG_7391"	"Drugs"	"Glycopeptides"	"VanE-type_resistance_protein"	"VANE"	NA
"MEG_7392"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANG"	NA
"MEG_7393"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANG"	NA
"MEG_7394"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANG"	NA
"MEG_7395"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANG"	NA
"MEG_7396"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANG"	NA
"MEG_7397"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANG"	NA
"MEG_7398"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANHA"	NA
"MEG_7399"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANHA"	NA
"MEG_7400"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANHA"	NA
"MEG_7401"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANHA"	NA
